"Year,""District"",""Code"",""Location"",""Robbery"",""Street_robbery"",""Injury"",""Agg_assault"",""Threat"",""Theft"",""Car"",""From_car"",""Bike"",""Burglary"",""Fire"",""Arson"",""Damage"",""Graffiti"",""Drugs"",""Local"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2021-02-08"",""0.00"",""0.0"",""9.8"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2021-02-09"",""0.00"",""0.0"",""9.1"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2021-02-10"",""0.01"",""0.0"",""9.1"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2021-02-11"",""0.10"",""1.3"",""9.1"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2021-02-12"",""0.00"",""0.0"",""7.9"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2021-02-13"",""0.00"",""0.0"",""7.9"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2021-02-14"",""0.00"",""0.0"",""7.9"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2021-02-15"",""0.02"",""0.0"",""7.1"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2021-02-16"",""0.82"",""0.0"",""5.9"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2021-02-17"",""0.00"",""0.0"",""3.1"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2021-02-18"",""0.45"",""3.2"",""2.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2021-02-19"",""0.14"",""1.2"",""5.1"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2021-02-20"",""0.00"",""0.0"",""5.9"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2021-02-21"",""0.00"",""0.0"",""5.1"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2021-02-22"",""0.52"",""0.4"",""3.1"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2021-02-23"",""0.01"",""0.0"",""3.1"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2021-02-24"",""0.00"",""0.0"",""2.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2021-02-25"",""0.00"",""0.0"",""0.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2021-02-26"",""0.00"",""0.0"",""0.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2021-02-27"",""0.39"",""0.0"",""0.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2021-02-28"",""0.22"",""0.0"",""0.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2021-03-01"",""0.16"",""0.0"",""0.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2021-03-02"",""0.00"",""0.0"",""0.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2021-03-03"",""0.00"",""0.0"",""0.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2021-03-04"",""0.00"",""0.0"",""0.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2021-03-05"",""0.00"",""0.0"",""0.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2021-03-06"",""0.00"",""0.0"",""0.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2021-03-07"",""0.00"",""0.0"",""0.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2021-03-08"",""0.00"",""0.0"",""0.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2021-03-09"",""0.00"",""0.0"",""0.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2021-03-10"",""0.00"",""0.0"",""0.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2021-03-11"",""0.00"",""0.0"",""0.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2021-03-12"",""0.00"",""0.0"",""0.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2021-03-13"",""0.00"",""0.0"",""0.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2021-03-14"",""0.00"",""0.0"",""0.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2021-03-15"",""0.00"",""0.0"",""0.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2021-03-16"",""0.00"",""0.0"",""0.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2021-03-17"",""0.00"",""0.0"",""0.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2021-03-18"",""0.60"",""0.0"",""0.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2021-03-19"",""0.07"",""0.0"",""0.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2021-03-20"",""0.00"",""0.0"",""0.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2021-03-21"",""0.00"",""0.0"",""0.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2021-03-22"",""0.00"",""0.0"",""0.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2021-03-23"",""0.00"",""0.0"",""0.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2021-03-24"",""1.27"",""0.0"",""0.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2021-03-25"",""0.01"",""0.0"",""0.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2021-03-26"",""0.19"",""0.0"",""0.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2021-03-27"",""0.00"",""0.0"",""0.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2021-03-28"",""0.76"",""0.0"",""0.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2021-03-29"",""0.00"",""0.0"",""0.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2021-03-30"",""0.00"",""0.0"",""0.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2021-03-31"",""0.35"",""0.0"",""0.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2021-04-01"",""0.03"",""0.0"",""0.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2021-04-02"",""0.00"",""0.0"",""0.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2021-04-03"",""0.00"",""0.0"",""0.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2021-04-04"",""0.00"",""0.0"",""0.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2021-04-05"",""0.00"",""0.0"",""0.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2021-04-06"",""0.00"",""0.0"",""0.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2021-04-07"",""0.00"",""0.0"",""0.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2021-04-08"",""0.00"",""0.0"",""0.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2021-04-09"",""0.01"",""0.0"",""0.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2021-04-10"",""0.01"",""0.0"",""0.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2021-04-11"",""0.42"",""0.0"",""0.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2021-04-12"",""0.49"",""0.0"",""0.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2021-04-13"",""0.06"",""0.0"",""0.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2021-04-14"",""0.00"",""0.0"",""0.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2021-04-15"",""0.83"",""0.0"",""0.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2021-04-16"",""0.04"",""0.0"",""0.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2021-04-17"",""0.00"",""0.0"",""0.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2021-04-18"",""0.00"",""0.0"",""0.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2021-04-19"",""0.00"",""0.0"",""0.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2021-04-20"",""0.00"",""0.0"",""0.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2021-04-21"",""0.11"",""0.0"",""0.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2021-04-22"",""0.00"",""0.0"",""0.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2021-04-23"",""0.00"",""0.0"",""0.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2021-04-24"",""0.00"",""0.0"",""0.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2021-04-25"",""0.59"",""0.0"",""0.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2021-04-26"",""0.00"",""0.0"",""0.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2021-04-27"",""0.00"",""0.0"",""0.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2021-04-28"",""0.05"",""0.0"",""0.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2021-04-29"",""0.02"",""0.0"",""0.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2021-04-30"",""0.03"",""0.0"",""0.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2021-05-01"",""0.00"",""0.0"",""0.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2021-05-02"",""0.00"",""0.0"",""0.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2021-05-03"",""0.58"",""0.0"",""0.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2021-05-04"",""0.23"",""0.0"",""0.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2021-05-05"",""0.31"",""0.0"",""0.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2021-05-06"",""0.00"",""0.0"",""0.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2021-05-07"",""0.00"",""0.0"",""0.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2021-05-08"",""0.05"",""0.0"",""0.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2021-05-09"",""0.47"",""0.0"",""0.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2021-05-10"",""0.03"",""0.0"",""0.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2021-05-11"",""0.00"",""0.0"",""0.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2021-05-12"",""0.00"",""0.0"",""0.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2021-05-13"",""0.00"",""0.0"",""0.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2021-05-14"",""0.00"",""0.0"",""0.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2021-05-15"",""0.00"",""0.0"",""0.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2021-05-16"",""0.01"",""0.0"",""0.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2021-05-17"",""0.00"",""0.0"",""0.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2021-05-18"",""0.00"",""0.0"",""0.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2021-05-19"",""0.00"",""0.0"",""0.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2021-05-20"",""0.00"",""0.0"",""0.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2021-05-21"",""0.00"",""0.0"",""0.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2021-05-22"",""0.00"",""0.0"",""0.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2021-05-23"",""0.00"",""0.0"",""0.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2021-05-24"",""0.00"",""0.0"",""0.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2021-05-25"",""0.00"",""0.0"",""0.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2021-05-26"",""0.07"",""0.0"",""0.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2021-05-27"",""0.02"",""0.0"",""0.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2021-05-28"",""1.22"",""0.0"",""0.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2021-05-29"",""0.46"",""0.0"",""0.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2021-05-30"",""0.89"",""0.0"",""0.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2021-05-31"",""0.02"",""0.0"",""0.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2021-06-01"",""0.00"",""0.0"",""0.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2021-06-02"",""0.00"",""0.0"",""0.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2021-06-03"",""0.38"",""0.0"",""0.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2021-06-04"",""0.39"",""0.0"",""0.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2021-06-05"",""0.00"",""0.0"",""0.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2021-06-06"",""0.00"",""0.0"",""0.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2021-06-07"",""0.07"",""0.0"",""0.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2021-06-08"",""0.47"",""0.0"",""0.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2021-06-09"",""0.01"",""0.0"",""0.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2021-06-10"",""0.00"",""0.0"",""0.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2021-06-11"",""0.00"",""0.0"",""0.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2021-06-12"",""0.00"",""0.0"",""0.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2021-06-13"",""0.01"",""0.0"",""0.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2021-06-14"",""0.22"",""0.0"",""0.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2021-06-15"",""0.00"",""0.0"",""0.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2021-06-16"",""0.00"",""0.0"",""0.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2021-06-17"",""0.00"",""0.0"",""0.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2021-06-18"",""0.00"",""0.0"",""0.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2021-06-19"",""0.14"",""0.0"",""0.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2021-06-20"",""0.00"",""0.0"",""0.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2021-06-21"",""0.00"",""0.0"",""0.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2021-06-22"",""0.24"",""0.0"",""0.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2021-06-23"",""0.00"",""0.0"",""0.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2021-06-24"",""0.00"",""0.0"",""0.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2021-06-25"",""0.00"",""0.0"",""0.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2021-06-26"",""0.04"",""0.0"",""0.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2021-06-27"",""0.00"",""0.0"",""0.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2021-06-28"",""0.00"",""0.0"",""0.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2021-06-29"",""0.00"",""0.0"",""0.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2021-06-30"",""0.65"",""0.0"",""0.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2021-07-01"",""0.90"",""0.0"",""0.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2021-07-02"",""0.67"",""0.0"",""0.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2021-07-03"",""0.34"",""0.0"",""0.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2021-07-04"",""0.00"",""0.0"",""0.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2021-07-05"",""0.00"",""0.0"",""0.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2021-07-06"",""0.55"",""0.0"",""0.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2021-07-07"",""0.00"",""0.0"",""0.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2021-07-08"",""2.27"",""0.0"",""0.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2021-07-09"",""2.06"",""0.0"",""0.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2021-07-10"",""0.27"",""0.0"",""0.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2021-07-11"",""0.01"",""0.0"",""0.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2021-07-12"",""1.42"",""0.0"",""0.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2021-07-13"",""0.00"",""0.0"",""0.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2021-07-14"",""0.00"",""0.0"",""0.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2021-07-15"",""0.00"",""0.0"",""0.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2021-07-16"",""0.00"",""0.0"",""0.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2021-07-17"",""0.62"",""0.0"",""0.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2021-07-18"",""0.03"",""0.0"",""0.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2021-07-19"",""0.01"",""0.0"",""0.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2021-07-20"",""0.00"",""0.0"",""0.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2021-07-21"",""0.05"",""0.0"",""0.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2021-07-22"",""0.00"",""0.0"",""0.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2021-07-23"",""0.01"",""0.0"",""0.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2021-07-24"",""0.00"",""0.0"",""0.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2021-07-25"",""0.49"",""0.0"",""0.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2021-07-26"",""0.78"",""0.0"",""0.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2021-07-27"",""0.00"",""0.0"",""0.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2021-07-28"",""0.14"",""0.0"",""0.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2021-07-29"",""0.47"",""0.0"",""0.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2021-07-30"",""0.00"",""0.0"",""0.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2021-07-31"",""0.00"",""0.0"",""0.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2021-08-01"",""0.04"",""0.0"",""0.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2021-08-02"",""0.00"",""0.0"",""0.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2021-08-03"",""0.00"",""0.0"",""0.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2021-08-04"",""0.00"",""0.0"",""0.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2021-08-05"",""0.00"",""0.0"",""0.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2021-08-06"",""0.00"",""0.0"",""0.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2021-08-07"",""0.00"",""0.0"",""0.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2021-08-08"",""0.21"",""0.0"",""0.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2021-08-09"",""0.00"",""0.0"",""0.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2021-08-10"",""0.83"",""0.0"",""0.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2021-08-11"",""0.18"",""0.0"",""0.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2021-08-12"",""0.00"",""0.0"",""0.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2021-08-13"",""0.00"",""0.0"",""0.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2021-08-14"",""0.00"",""0.0"",""0.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2021-08-15"",""0.00"",""0.0"",""0.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2021-08-16"",""0.00"",""0.0"",""0.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2021-08-17"",""0.00"",""0.0"",""0.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2021-08-18"",""0.00"",""0.0"",""0.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2021-08-19"",""0.20"",""0.0"",""0.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2021-08-20"",""0.00"",""0.0"",""0.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2021-08-21"",""4.45"",""0.0"",""0.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2021-08-22"",""2.67"",""0.0"",""0.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2021-08-23"",""1.07"",""0.0"",""0.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2021-08-24"",""0.00"",""0.0"",""0.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2021-08-25"",""0.00"",""0.0"",""0.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2021-08-26"",""0.00"",""0.0"",""0.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2021-08-27"",""0.67"",""0.0"",""0.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2021-08-28"",""0.00"",""0.0"",""0.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2021-08-29"",""0.00"",""0.0"",""0.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2021-08-30"",""0.00"",""0.0"",""0.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2021-08-31"",""0.00"",""0.0"",""0.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2021-09-01"",""7.13"",""0.0"",""0.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2021-09-02"",""0.10"",""0.0"",""0.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2021-09-03"",""0.00"",""0.0"",""0.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2021-09-04"",""0.00"",""0.0"",""0.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2021-09-05"",""0.02"",""0.0"",""0.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2021-09-06"",""0.00"",""0.0"",""0.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2021-09-07"",""0.00"",""0.0"",""0.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2021-09-08"",""0.00"",""0.0"",""0.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2021-09-09"",""0.26"",""0.0"",""0.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2021-09-10"",""0.00"",""0.0"",""0.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2021-09-11"",""0.00"",""0.0"",""0.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2021-09-12"",""0.00"",""0.0"",""0.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2021-09-13"",""0.12"",""0.0"",""0.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2021-09-14"",""0.00"",""0.0"",""0.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2021-09-15"",""0.00"",""0.0"",""0.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2021-09-16"",""0.00"",""0.0"",""0.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2021-09-17"",""0.00"",""0.0"",""0.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2021-09-18"",""0.00"",""0.0"",""0.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2021-09-19"",""0.00"",""0.0"",""0.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2021-09-20"",""0.00"",""0.0"",""0.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2021-09-21"",""0.09"",""0.0"",""0.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2021-09-22"",""0.01"",""0.0"",""0.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2021-09-23"",""1.37"",""0.0"",""0.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2021-09-24"",""0.66"",""0.0"",""0.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2021-09-25"",""0.00"",""0.0"",""0.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2021-09-26"",""0.00"",""0.0"",""0.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2021-09-27"",""0.00"",""0.0"",""0.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2021-09-28"",""0.27"",""0.0"",""0.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2021-09-29"",""0.00"",""0.0"",""0.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2021-09-30"",""0.00"",""0.0"",""0.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2021-10-01"",""0.00"",""0.0"",""0.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2021-10-02"",""0.00"",""0.0"",""0.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2021-10-03"",""0.00"",""0.0"",""0.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2021-10-04"",""0.15"",""0.0"",""0.0"""
